url_hash,source_id,url,strategy,status,priority,retry_count,last_error_type,last_error_message,first_seen_at,last_seen_at,last_crawled_at,next_crawl_at,content_hash
3cafb6855dfba06ac8d7209b0e113ea85811bc4da213ff84853d244f38207895,aljazeera_com,https://www.aljazeera.com/news/2026/5/17/who-declares-ebola-outbreak-in-dr-congo-uganda-a-global-health-emergency?traffic_source=rss,rss_then_article_extract,crawled,100,2,,,2026-05-17 11:35:48.741071,2026-05-17 12:50:22.222616,2026-05-17 12:50:22.222616,,539e8e19b1f62e19de7dbd6b763ff9677e52a9057b60120730ce035ae713c1e7
68b2bb379ad5d813aa8a642026d188244ee48650f917bbd13c01ee5673b82e2e,france24_com,https://www.france24.com/en/uk-pm-keir-starmer-under-pressure-to-reseign,rss_then_article_extract,failed,100,2,ShortContent,length=199 min=300,2026-05-17 12:43:03.748173,2026-05-17 12:50:22.401050,,,
39306696bc895e505c67cf15fac21d8ab0747c7fa34610b9fe21c70979701d8c,theguardian_com,https://www.theguardian.com/music/2026/may/17/harry-styles-together-together-tour-genuinely-charismatic-performer-amsterdam-live-concert-review,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:01.707057,2026-05-17 12:50:23.711706,,,
67b75e32df20016e94a6e9d85bb8a914b69b9fe32b1589caae35425356119125,aljazeera_com,https://www.aljazeera.com/news/2026/5/17/iran-war-day-79-tehran-to-unveil-hormuz-toll-plan-israel-bombs-lebanon?traffic_source=rss,rss_then_article_extract,crawled,100,1,,,2026-05-17 12:43:03.030037,2026-05-17 12:50:24.212323,2026-05-17 12:50:24.212323,,bfd4cd36139cd31ec15677a231aab457920c3aa2d56e31ad837e630236c8812f
406d8ef7c6467c2af16bb9404ae2f4cc67a21122fef702e920e8ff9e6d2cea4b,france24_com,https://www.france24.com/en/200-000-reward-to-catch-monica-witt-wanted-on-espionage-charges-in-iran,rss_then_article_extract,failed,100,2,ShortContent,length=237 min=300,2026-05-17 12:43:05.241292,2026-05-17 12:50:24.534085,,,
807a01dd933348d9ba85f7096a64411fd3dd362fc8b70a2645ed5f0970105c77,theguardian_com,https://www.theguardian.com/us-news/2026/may/16/california-turtle-trafficking,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:04.059810,2026-05-17 12:50:25.412345,,,
4c2f08da3b1de0ea5874bc5ec68262e72706823e8c425a48711b09ce4462e051,france24_com,https://www.france24.com/en/health/20260517-who-declares-global-health-emergency-over-ebola-outbreak-in-congo-and-uganda,rss_then_article_extract,crawled,100,1,,,2026-05-17 12:43:07.200760,2026-05-17 12:50:25.723012,2026-05-17 12:50:25.723012,,b02e8ebf8cf2c14e64dc5451a9c399b89d9f76306ebfc2e4ec418937fd522953
5578b4357b49a1e4febf7a139bdb564745c488751aeb448e537c58ec9dc199a7,aljazeera_com,https://www.aljazeera.com/news/2026/5/17/could-a-leadership-change-undo-israels-international-isolation?traffic_source=rss,rss_then_article_extract,crawled,100,1,,,2026-05-17 12:43:05.028444,2026-05-17 12:50:26.179174,2026-05-17 12:50:26.179174,,7d14eea1681ffbecbbd41a88145304aea42f061847bde93fbf299a86f7399a26
29a635f62962c1197796bbd95ee807b6fba2ecb122de8fa90635410b74390a32,theguardian_com,https://www.theguardian.com/world/2026/may/16/israeli-strikes-southern-lebanon-hours-after-extension-of-ceasefire,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:05.765304,2026-05-17 12:50:26.677653,,,
f86e69f5ddf4fe4ffbd80c45108fdf373bd1b1a1c711851ce23f4992d4dbc48e,france24_com,https://www.france24.com/en/uk-tens-of-thousands-march-in-london-in-two-separate-protests,rss_then_article_extract,failed,100,2,ShortContent,length=216 min=300,2026-05-17 12:43:09.291092,2026-05-17 12:50:27.955834,,,
1282745fe51b743a88a2192af0fafe71e725e182ed2d6ff828a76c4ea47becdd,aljazeera_com,https://www.aljazeera.com/news/2026/5/17/indias-tata-and-dutch-giant-asml-sign-semiconductor-deal-during-modi-visit?traffic_source=rss,rss_then_article_extract,crawled,100,2,,,2026-05-17 11:57:14.613608,2026-05-17 12:50:28.300328,2026-05-17 12:50:28.300328,,53adc30737ae8d9fe1e6317d40ad912d35b784f542e93dd919c478675624ecf6
838e3139bac20bad4db8f373eb27329cda5b5e0694144a924adb3776f2688d48,theguardian_com,https://www.theguardian.com/us-news/2026/may/17/federal-funding-trump-ballroom-jeopardy-senate-ruling,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:07.869291,2026-05-17 12:50:28.546013,,,
48e1b3264cde0f686264966e2359daf9cc96df9d6810526ababa49e057530ccf,aljazeera_com,https://www.aljazeera.com/features/2026/5/17/modest-fashions-global?traffic_source=rss,rss_then_article_extract,crawled,100,1,,,2026-05-17 12:43:08.384565,2026-05-17 12:50:29.399965,2026-05-17 12:50:29.399965,,fdd11855d3e1bc68924ce92ffa25605a49afca86ced71a63fe744ec9ec18f951
6c5772d69cf0dcab0d315cc6f3977135dec95ec92d31a9358bb9edd61ce712c1,france24_com,https://www.france24.com/en/middle-east-israel-attacks-south-lebanon-day-after-ceasefire-extension,rss_then_article_extract,failed,100,1,ShortContent,length=230 min=300,2026-05-17 12:50:29.632138,2026-05-17 12:50:29.801143,,,
a816dc4cb145ce594ed67584dae977ecfdb407f3f64e766ca1d1ef02fbd51f56,theguardian_com,https://www.theguardian.com/world/2026/may/17/a-place-for-everybody-stockholm-to-open-its-first-publicly-run-sauna,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:10.056188,2026-05-17 12:50:30.611167,,,
08a73bf63e4fc51b0a91414ac74c96bcf32b9c657da94f1ac9acad1d65411664,theguardian_com,https://www.theguardian.com/commentisfree/2026/may/17/why-brooklyn-beckham-is-bear-with-me-a-brilliant-role-model,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:12.009215,2026-05-17 12:50:32.878434,,,
a0004b6ea41da1749299de20bdbaa4e0ca264d64976f6d5e0de6dd6f28978d1b,theguardian_com,https://www.theguardian.com/commentisfree/2026/may/17/plaid-cymru-inclusive-nationalism-reform-wales-senedd,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:14.204945,2026-05-17 12:50:34.601313,,,
2329ad2e809155af6e97ee90c5894d021f613c3d5ea034979780d61907cbeb5f,theguardian_com,https://www.theguardian.com/commentisfree/2026/may/17/hope-horizon-trump-netanyahu-putin-powers-waning,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:15.907546,2026-05-17 12:50:36.678595,,,
0563af7c0d7a14dfeb9a066cb481cd18b39226a80efc26ee93cd6e73fc2d2d74,theguardian_com,https://www.theguardian.com/membership/2026/may/17/journalism-has-never-been-a-more-dangerous-pursuit,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:17.960205,2026-05-17 12:50:38.412570,,,
164396bdb07a06cec663fbc8d30a87f84ab2ad8be9e05b6a4c1a027465dda816,theguardian_com,https://www.theguardian.com/sport/2026/may/16/aaron-rodgers-steelers-return-contract,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:19.780311,2026-05-17 12:50:39.665289,,,
be8c3f41370456c8711e51154bfeb4fc4508da3d1a441353c560d4dd3fbb8a6c,theguardian_com,https://www.theguardian.com/sport/2026/may/17/alex-smalley-two-shot-lead-us-pga-championship-third-round-golf,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:21.168708,2026-05-17 12:50:41.767370,,,
9528926ebee5804f9a5bb485622004b1c41c277a05ccc05b56a06cf50b86fc02,theguardian_com,https://www.theguardian.com/football/live/2026/may/17/fa-cup-final-scottish-premiership-wsl-reaction-premier-league-buildup-matchday-live,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:23.312516,2026-05-17 12:50:44.079318,,,
d40bec9963e2abfaf6c92af713114c76a910a6a9ecabfe6401e351500d266fe9,theguardian_com,https://www.theguardian.com/lifeandstyle/2026/may/17/taken-for-fool-by-family-over-mum-annalisa-barbieri,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:25.306950,2026-05-17 12:50:45.412178,,,
b449897018d4c7e02d06b4a90182d33ff358de35f4728c124b2316e09b10f009,theguardian_com,https://www.theguardian.com/film/2026/may/17/ken-loach-your-party-infighting-jeremy-corbyn-zarah-sultana,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:26.838228,2026-05-17 12:50:47.189591,,,
0b05d0a2951938571b7eb706bf57c6341ade34c464c8a7124366d201ca8da4b5,theguardian_com,https://www.theguardian.com/politics/2026/may/17/it-was-always-the-way-to-vote-labour-here-partys-proud-welsh-heartland-makes-a-clean-break-of-it,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:27.665517,2026-05-17 12:50:49.467976,,,
3c88786bd42666ff4791c1809101c4729c2013c069ce25ab9a737908ed713cfc,theguardian_com,https://www.theguardian.com/politics/2026/may/17/the-ungovernable-country-why-britain-keeps-losing-prime-ministers,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:29.581498,2026-05-17 12:50:51.255822,,,
04366fc519f201cd4d8acf9844695c616fc44fbc929fd1ac7b9636d47bb6a110,theguardian_com,https://www.theguardian.com/business/2026/may/17/qantas-passenger-banned-alleged-biting-flight-attendant-melbourne-tahiti-dallas-ntwnfb,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:31.556112,2026-05-17 12:50:53.045916,,,
450d539b69a9c818c9a46d56d693fca2fbfec716d090f49fce091e2a39fd92c3,theguardian_com,https://www.theguardian.com/football/2026/may/17/got-panini-1970-world-cup-sticker-book-completed-after-56-years,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:33.711725,2026-05-17 12:50:54.967734,,,
74cf84cfe80478e53c9f21a23c999a007c3054eeb3033681ed5719b3900f5783,theguardian_com,https://www.theguardian.com/australia-news/2026/may/17/tech-founders-use-ai-generated-images-to-poke-fun-at-anthony-albanese-in-protest-against-tax-changes,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:35.917682,2026-05-17 12:50:56.434798,,,
c8dd2b9bfd8c34308b3c3d9807b1e5d38ff376591a2579e7c4b13e9c56f424e6,theguardian_com,https://www.theguardian.com/world/2026/may/17/ukraine-war-briefing-us-allows-russian-oil-sanctions-waiver-to-lapse,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:37.970219,2026-05-17 12:50:58.201320,,,
18f2de4125bf0debdfc2a57d63a778dc27bd219db2c59a743d822f8483a43a0f,theguardian_com,https://www.theguardian.com/world/2026/may/17/bulgaria-wins-70th-eurovision-contest-dara-bangaranga,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:40.171722,2026-05-17 12:51:00.346024,,,
f2cf6a219d31ad09d61484da9bc581b323ce460b31a3142490012cdd6883047e,theguardian_com,https://www.theguardian.com/us-news/2026/may/17/republican-louisiana-senator-bill-cassidy-results-primary-trump,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:41.781743,2026-05-17 12:51:02.012745,,,
f32aad4463fafd13820389330a48955c83d9958638e641ea0cd78ad7e6822979,theguardian_com,https://www.theguardian.com/world/2026/may/17/who-ebola-outbreak-congo-uganda-global-health-emergency,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:43.639856,2026-05-17 12:51:04.091200,,,
5160df171f468eec4bd10a0173cf51a73366b0fe8c29260c65e3d20f503455f8,theguardian_com,https://www.theguardian.com/world/2026/may/17/its-no-longer-exceptional-karachi-struggles-under-brutal-new-reality-of-extreme-heat,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:45.792275,2026-05-17 12:51:05.635035,,,
9061b0f36dfd50a0346bba03897133832ed53e37341fbc952e5ae34d20ab03f7,theguardian_com,https://www.theguardian.com/food/2026/may/17/auguste-london-e8-restaurant-review-grace-dent,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:43:48.010279,2026-05-17 12:51:07.491257,,,
3e1c47ddded6fa381f0990aedbce1cd3a4960c0806bbab6e6a5fc3faf127f8b8,theguardian_com,https://www.theguardian.com/world/ng-interactive/2026/may/17/feels-like-an-illusion-how-trump-seizing-maduro-has-changed-little-in-venezuela,rss_then_article_extract,skipped,100,3,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 11:35:47.464684,2026-05-17 12:51:09.590846,,,
6b9caa2b62a38b18625a878cc528341677a5003cc55a4c00725ea63717010e79,theguardian_com,https://www.theguardian.com/lifeandstyle/2026/may/17/102-year-old-holocaust-survivor-berlin-australia-friendship-brass-plaques,rss_then_article_extract,skipped,100,4,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 11:35:51.186942,2026-05-17 12:51:11.124754,,,
